Policy Number,Year,IDV,City,State,Claim,Cubic Capacity,Mfr-Model,Premium
5013697,2009,208790,GURGAON,HARYANA,43060,1250,Tata Indica,5949
5227364,2006,128292,GURGAON,HARYANA,14865,1250,Tata Indica,3599
4933795,2011,270889,GURGAON,HARYANA,53292,1250,Tata Indica,7511
4666629,2006,123466,GURGAON,HARYANA,1682,1250,Tata Indica,3461
3696041,2011,254835,GURGAON,HARYANA,92484,1250,Tata Indica,6673
5067068,2010,239491,GURGAON,HARYANA,9769,1250,Tata Indica,6729
5382579,2011,290875,GURGAON,HARYANA,6565,1250,Tata Indica,7869
4424638,2009,219812,GURGAON,HARYANA,13515,1250,Tata Indica,6165
5025381,2011,278317,GURGAON,HARYANA,84787,1250,Tata Indica,7436
4747652,2010,242279,GURGAON,HARYANA,58101,1250,Tata Indica,6625
4928845,2008,197298,Guwahati,Assam,25694,1250,Tata Indica,5883
4760913,2011,281290,Guwahati,Assam,69304,1250,Tata Indica,7208
3333223,2006,131225,Guwahati,Assam,9408,1250,Tata Indica,3482
4597840,2007,144941,Guwahati,Assam,11358,1250,Tata Indica,3967
4789772,2006,118882,Guwahati,Assam,35717,1250,Tata Indica,3305
3466077,2008,189415,Guwahati,Assam,25675,1250,Tata Indica,5377
4147922,2009,224780,Guwahati,Assam,22282,1250,Tata Indica,6443
3444319,2010,253734,Guwahati,Assam,26189,1250,Tata Indica,7495
3340221,2007,147131,Guwahati,Assam,25999,1250,Tata Indica,4237
3710626,2008,188504,Guwahati,Assam,37206,1250,Tata Indica,5433
3806928,2010,242342,Guwahati,Assam,18293,1250,Tata Indica,6808
4023167,2009,203399,Guwahati,Assam,32639,1250,Tata Indica,5983
3797675,2006,127659,Guwahati,Assam,25703,1250,Tata Indica,3404
4541045,2010,223321,Guwahati,Assam,13598,1250,Tata Indica,6586
5031216,2011,265472,Guwahati,Assam,20386,1250,Tata Indica,7819
5280137,2009,229312,Guwahati,Assam,8490,1250,Tata Indica,6518
5037506,2011,262416,Guwahati,Assam,37704,1250,Tata Indica,6841
3353824,2010,240171,Guwahati,Assam,35757,1250,Tata Indica,6900
4718551,2006,129949,Guwahati,Assam,15577,1250,Tata Indica,3575
5091914,2010,254420,Guwahati,Assam,75134,1250,Tata Indica,7159
4863872,2008,172898,Guwahati,Assam,2410,1250,Tata Indica,4545
4622136,2009,222845,Guwahati,Assam,18465,1250,Tata Indica,5935
5301559,2008,188234,Guwahati,Assam,17065,1250,Tata Indica,5288
4343883,2007,138208,INDORE,MADHYAPRADESH,25224,1250,Tata Indica,3998
4540943,2007,153066,INDORE,MADHYAPRADESH,2742,1250,Tata Indica,4166
3403508,2010,265162,INDORE,MADHYAPRADESH,29922,1250,Tata Indica,6905
3326189,2005,116400,INDORE,MADHYAPRADESH,4174,1250,Tata Indica,3361
3385039,2011,282207,INDORE,MADHYAPRADESH,22223,1250,Tata Indica,8443
4286693,2005,129060,INDORE,MADHYAPRADESH,13295,1250,Tata Indica,3732
4405725,2009,213068,INDORE,MADHYAPRADESH,38185,1250,Tata Indica,5907
5351701,2010,251783,INDORE,MADHYAPRADESH,23438,1250,Tata Indica,7352
4272013,2006,130639,INDORE,MADHYAPRADESH,10297,1250,Tata Indica,3761
3856031,2009,209225,INDORE,MADHYAPRADESH,20814,1250,Tata Indica,5822
4679369,2010,239936,INDORE,MADHYAPRADESH,62260,1250,Tata Indica,6543
3250653,2008,194247,INDORE,MADHYAPRADESH,8812,1250,Tata Indica,5773
4483745,2010,239930,INDORE,MADHYAPRADESH,9545,1250,Tata Indica,6579
4104893,2006,133330,INDORE,MADHYAPRADESH,13885,1250,Tata Indica,3647
4075269,2005,127069,INDORE,MADHYAPRADESH,24186,1250,Tata Indica,3656
4315051,2008,172596,INDORE,MADHYAPRADESH,10136,1250,Tata Indica,5126
4705530,2009,225600,INDORE,MADHYAPRADESH,11795,1250,Tata Indica,6349
3328392,2011,255975,INDORE,MADHYAPRADESH,22031,1250,Tata Indica,7061
5289328,2010,243826,INDORE,MADHYAPRADESH,13217,1250,Tata Indica,7176
4387238,2010,244460,INDORE,MADHYAPRADESH,14316,1250,Tata Indica,7328
3772887,2011,287038,INDORE,MADHYAPRADESH,14102,1250,Tata Indica,8211
5375353,2010,231157,INDORE,MADHYAPRADESH,18790,1250,Tata Indica,6467
5327999,2010,235536,INDORE,MADHYAPRADESH,45957,1250,Tata Indica,6594
3287662,2005,111822,INDORE,MADHYAPRADESH,14000,1250,Tata Indica,3032
5058519,2007,143522,INDORE,MADHYAPRADESH,8179,1250,Tata Indica,4033
5509992,2011,258982,INDORE,MADHYAPRADESH,2357,1250,Tata Indica,7416
4330496,2011,270176,INDORE,MADHYAPRADESH,10395,1250,Tata Indica,7761
3794461,2010,244080,INDORE,MADHYAPRADESH,16366,1250,Tata Indica,7271
3798928,2010,234759,INDORE,MADHYAPRADESH,20689,1250,Tata Indica,6715
5483445,2010,254411,INDORE,MADHYAPRADESH,27929,1250,Tata Indica,6710
3505332,2008,184082,INDORE,MADHYAPRADESH,15261,1250,Tata Indica,4825
4342455,2005,130038,INDORE,MADHYAPRADESH,18113,1250,Tata Indica,3622
5009389,2006,134876,INDORE,MADHYAPRADESH,3090,1250,Tata Indica,3497
5190043,2005,119500,INDORE,MADHYAPRADESH,7994,1250,Tata Indica,3501
4631653,2009,213766,INDORE,MADHYAPRADESH,24761,1250,Tata Indica,6171
4032329,2005,125291,INDORE,MADHYAPRADESH,1524,1250,Tata Indica,3216
3576250,2010,246822,INDORE,MADHYAPRADESH,38199,1250,Tata Indica,7301
4902116,2008,180836,INDORE,MADHYAPRADESH,20335,1250,Tata Indica,4883
4580610,2011,261780,INDORE,MADHYAPRADESH,17861,1250,Tata Indica,7117
3987877,2011,272311,JALANDHAR,PUNJAB,67680,1250,Tata Indica,7691
4238819,2009,212434,JALANDHAR,PUNJAB,14559,1250,Tata Indica,5850
3951623,2010,255805,JALANDHAR,PUNJAB,21861,1250,Tata Indica,7056
4463274,2010,254017,JALANDHAR,PUNJAB,18694,1250,Tata Indica,7101
3842392,2005,113173,JALANDHAR,PUNJAB,24322,1250,Tata Indica,3339
4868617,2011,286315,JALANDHAR,PUNJAB,28739,1250,Tata Indica,7644
4400363,2009,199235,JALANDHAR,PUNJAB,43819,1250,Tata Indica,5259
4053096,2009,229432,JALANDHAR,PUNJAB,18825,1250,Tata Indica,6017
3378181,2008,193192,JALANDHAR,PUNJAB,3603,1250,Tata Indica,5614
4106269,2008,188481,JALANDHAR,PUNJAB,23540,1250,Tata Indica,5625
3364384,2011,284926,JALANDHAR,PUNJAB,24601,1250,Tata Indica,7306
5031398,2010,248973,JALANDHAR,PUNJAB,38561,1250,Tata Indica,6677
3367042,2009,223458,JALANDHAR,PUNJAB,10954,1250,Tata Indica,6528
5438562,2010,235113,JALANDHAR,PUNJAB,16500,1250,Tata Indica,6786
4839860,2010,262755,JALANDHAR,PUNJAB,34507,1250,Tata Indica,7538
4601601,2008,179292,JALANDHAR,PUNJAB,22624,1250,Tata Indica,4847
4053747,2010,257104,JALANDHAR,PUNJAB,65077,1250,Tata Indica,6899
5412480,2009,216850,JALANDHAR,PUNJAB,14516,1250,Tata Indica,5981
5534794,2006,125874,JALANDHAR,PUNJAB,27072,1250,Tata Indica,3599
3948393,2006,118964,JALANDHAR,PUNJAB,22356,1250,Tata Indica,3566
5510871,2009,198441,KOLHAPUR,Maharashtra,23252,1250,Tata Indica,5240
4032733,2011,264479,KOLHAPUR,Maharashtra,4093,1250,Tata Indica,6885
4549470,2009,214407,KOLHAPUR,Maharashtra,24525,1250,Tata Indica,6304
4610312,2008,186205,KOLHAPUR,Maharashtra,53479,1250,Tata Indica,5057
4286435,2007,162315,KOLHAPUR,Maharashtra,28229,1250,Tata Indica,4302
3504463,2009,214016,KOLHAPUR,Maharashtra,6453,1250,Tata Indica,6034
3539229,2005,125313,KOLHAPUR,Maharashtra,13724,1250,Tata Indica,3349
5356577,2009,214561,KOLHAPUR,Maharashtra,14739,1250,Tata Indica,5809
4702968,2011,279907,KOLHAPUR,Maharashtra,24037,1250,Tata Indica,7559
3963069,2006,128816,KOLHAPUR,Maharashtra,18984,1250,Tata Indica,3637
4926934,2006,125218,KOLHAPUR,Maharashtra,16842,1250,Tata Indica,3323
5193100,2010,253914,KOLHAPUR,Maharashtra,33062,1250,Tata Indica,6638
4009363,2010,248378,KOLHAPUR,Maharashtra,42281,1250,Tata Indica,6640
4303291,2010,244886,KOLHAPUR,Maharashtra,31575,1250,Tata Indica,7044
4441260,2008,185871,KOLHAPUR,Maharashtra,19678,1250,Tata Indica,5339
3876633,2011,270829,KOLHAPUR,Maharashtra,46268,1250,Tata Indica,7025
4498391,2010,237395,KOLKATTA,WEST BENGAL,14737,1250,Tata Indica,6288
3312304,2011,262308,KOLKATTA,WEST BENGAL,11766,1250,Tata Indica,7364
5193401,2010,232075,KOLKATTA,WEST BENGAL,62320,1250,Tata Indica,6793
3804197,2007,152155,KOLKATTA,WEST BENGAL,28908,1250,Tata Indica,4416
3635904,2010,254112,KOLKATTA,WEST BENGAL,15560,1250,Tata Indica,6937
3590156,2011,299569,KOLKATTA,WEST BENGAL,29764,1250,Tata Indica,8801
4074364,2009,195819,KOLKATTA,WEST BENGAL,25371,1250,Tata Indica,5238
3828050,2008,174594,KOLKATTA,WEST BENGAL,21027,1250,Tata Indica,4931
3808822,2005,128252,KOLKATTA,WEST BENGAL,2155,1250,Tata Indica,3388
3849482,2010,248055,KOLKATTA,WEST BENGAL,33316,1250,Tata Indica,7124
5029245,2010,252855,KOLKATTA,WEST BENGAL,24437,1250,Tata Indica,7196
5110716,2011,286713,KOLKATTA,WEST BENGAL,4624,1250,Tata Indica,8000
3529200,2006,129908,KOLKATTA,WEST BENGAL,16463,1250,Tata Indica,3762
5038217,2011,297200,KOLKATTA,WEST BENGAL,27475,1250,Tata Indica,8139
3329055,2010,224643,KOLKATTA,WEST BENGAL,73671,1250,Tata Indica,6209
3569381,2008,183779,KOLKATTA,WEST BENGAL,43158,1250,Tata Indica,5041
3975342,2008,175221,KOLKATTA,WEST BENGAL,18899,1250,Tata Indica,4992
3463642,2009,208667,KOLKATTA,WEST BENGAL,16823,1250,Tata Indica,5827
4149701,2006,118571,KOLKATTA,WEST BENGAL,36446,1250,Tata Indica,3093
3572526,2008,189090,KOLKATTA,WEST BENGAL,4051,1250,Tata Indica,5006
3730320,2007,155270,KOLKATTA,WEST BENGAL,29088,1250,Tata Indica,4113
4636853,2006,138010,KOLKATTA,WEST BENGAL,5613,1250,Tata Indica,3622
4170817,2010,231094,KOLKATTA,WEST BENGAL,26914,1250,Tata Indica,6756
4580356,2009,212044,KOLKATTA,WEST BENGAL,2430,1250,Tata Indica,5446
3442670,2007,154168,KOLKATTA,WEST BENGAL,12819,1250,Tata Indica,4258
4602988,2008,183621,KOLKATTA,WEST BENGAL,13440,1250,Tata Indica,5144
4852610,2005,114844,KOLKATTA,WEST BENGAL,10653,1250,Tata Indica,3050
4135437,2009,209866,KOLKATTA,WEST BENGAL,3360,1250,Tata Indica,5769
3752213,2011,276011,KOLKATTA,WEST BENGAL,16508,1250,Tata Indica,7897
5228987,2006,129219,KOLKATTA,WEST BENGAL,7585,1250,Tata Indica,3785
5453706,2011,300228,KOLKATTA,WEST BENGAL,47917,1250,Tata Indica,7875
5446754,2009,206828,KOLKATTA,WEST BENGAL,7558,1250,Tata Indica,5948
4066301,2008,174664,KOLKATTA,WEST BENGAL,7065,1250,Tata Indica,4998
5125660,2008,175042,KOLKATTA,WEST BENGAL,31094,1250,Tata Indica,4996
3521221,2007,146502,KOLKATTA,WEST BENGAL,10969,1250,Tata Indica,4377
3571911,2010,256332,KOLKATTA,WEST BENGAL,14048,1250,Tata Indica,7082
3716311,2010,253339,KOLKATTA,WEST BENGAL,52703,1250,Tata Indica,7169
5222430,2010,249018,KOLKATTA,WEST BENGAL,8256,1250,Tata Indica,7156
5436030,2010,223802,KOLKATTA,WEST BENGAL,20462,1250,Tata Indica,5794
4574137,2011,275794,KOLKATTA,WEST BENGAL,27049,1250,Tata Indica,7432
4592911,2006,115663,KOLKATTA,WEST BENGAL,20362,1250,Tata Indica,3184
4293513,2011,282487,KOLKATTA,WEST BENGAL,57590,1250,Tata Indica,7811
3386644,2011,280988,KOLKATTA,WEST BENGAL,9126,1250,Tata Indica,7571
4568148,2009,216474,KOLKATTA,WEST BENGAL,35209,1250,Tata Indica,5833
5067268,2010,241530,KOLKATTA,WEST BENGAL,2808,1250,Tata Indica,7188
4122618,2010,239575,KOLKATTA,WEST BENGAL,14629,1250,Tata Indica,6397
4763097,2009,204509,KOLKATTA,WEST BENGAL,18930,1250,Tata Indica,5714
3362024,2008,173963,KOLKATTA,WEST BENGAL,17275,1250,Tata Indica,4466
4649651,2010,235485,KOLKATTA,WEST BENGAL,38037,1250,Tata Indica,6402
5078116,2011,283786,KOLKATTA,WEST BENGAL,8360,1250,Tata Indica,7627
4733058,2010,246861,KOLKATTA,WEST BENGAL,43577,1250,Tata Indica,6601
3390703,2008,177602,KOLKATTA,WEST BENGAL,39249,1250,Tata Indica,5167
3862319,2009,217709,KOLKATTA,WEST BENGAL,28312,1250,Tata Indica,6233
5343504,2005,119437,KOLKATTA,WEST BENGAL,3334,1250,Tata Indica,3571
4454550,2011,293910,KOLKATTA,WEST BENGAL,55400,1250,Tata Indica,8386
5096437,2010,247974,KOLKATTA,WEST BENGAL,36180,1250,Tata Indica,6690
3877751,2006,137568,KOLKATTA,WEST BENGAL,14029,1250,Tata Indica,3977
4653831,2009,217971,KOLKATTA,WEST BENGAL,24025,1250,Tata Indica,6009
3927651,2011,289394,KOLKATTA,WEST BENGAL,14326,1250,Tata Indica,7529
3321549,2011,284646,KOLKATTA,WEST BENGAL,16219,1250,Tata Indica,8110
4342318,2010,251806,KOLKATTA,WEST BENGAL,43060,1250,Tata Indica,7444
4904270,2009,208382,KOLKATTA,WEST BENGAL,30431,1250,Tata Indica,5895
4467517,2009,219897,KOLKATTA,WEST BENGAL,33738,1250,Tata Indica,5983
5307706,2007,149195,KOLKATTA,WEST BENGAL,18726,1250,Tata Indica,4305
3339793,2005,124818,KOLKATTA,WEST BENGAL,4323,1250,Tata Indica,3372
4085752,2011,285423,KOLKATTA,WEST BENGAL,43036,1250,Tata Indica,7958
3956242,2010,240140,KOLKATTA,WEST BENGAL,18134,1250,Tata Indica,7083
4608094,2006,125626,KOLKATTA,WEST BENGAL,10310,1250,Tata Indica,3454
3889433,2008,168395,KOLKATTA,WEST BENGAL,10257,1250,Tata Indica,4844
4520759,2010,234918,KOLKATTA,WEST BENGAL,2695,1250,Tata Indica,6994
3249248,2007,143419,KOLKATTA,WEST BENGAL,46095,1250,Tata Indica,4166
5419725,2011,264220,KOLKATTA,WEST BENGAL,33138,1250,Tata Indica,7403
5129572,2009,209635,KOLKATTA,WEST BENGAL,27577,1250,Tata Indica,5689
4293907,2011,272454,KOLKATTA,WEST BENGAL,67002,1250,Tata Indica,7193
3423713,2006,133417,KOLKATTA,WEST BENGAL,11678,1250,Tata Indica,3899
3513734,2010,246869,KOLKATTA,WEST BENGAL,18521,1250,Tata Indica,7230
5221181,2009,219919,KOLKATTA,WEST BENGAL,16963,1250,Tata Indica,5896
3415725,2010,231809,KOLKATTA,WEST BENGAL,23442,1250,Tata Indica,6917
5237625,2011,255168,KOLKATTA,WEST BENGAL,33613,1250,Tata Indica,6615
5147266,2009,200767,KOLKATTA,WEST BENGAL,10032,1250,Tata Indica,5927
4988379,2007,139023,KOLKATTA,WEST BENGAL,3062,1250,Tata Indica,3817
5079140,2011,290049,KOLKATTA,WEST BENGAL,41372,1250,Tata Indica,8139
3579834,2009,209803,KOLKATTA,WEST BENGAL,7513,1250,Tata Indica,6004
4644016,2011,269252,KOLKATTA,WEST BENGAL,43903,1250,Tata Indica,7610
5238196,2011,280445,KOLKATTA,WEST BENGAL,21568,1250,Tata Indica,7534
5022029,2008,174301,KOLKATTA,WEST BENGAL,35997,1250,Tata Indica,4645
5528558,2006,129542,KOLKATTA,WEST BENGAL,20442,1250,Tata Indica,3469
4372665,2009,211769,KOLKATTA,WEST BENGAL,50149,1250,Tata Indica,6068
4991214,2009,217594,KOLKATTA,WEST BENGAL,21241,1250,Tata Indica,6126
4528302,2006,129092,KOLKATTA,WEST BENGAL,2485,1250,Tata Indica,3311
4924947,2011,289918,KOLKATTA,WEST BENGAL,59189,1250,Tata Indica,8618
4336088,2007,157392,KOLKATTA,WEST BENGAL,7355,1250,Tata Indica,4118
3540171,2007,163945,KOLKATTA,WEST BENGAL,36792,1250,Tata Indica,4276
4312008,2008,183401,KOLKATTA,WEST BENGAL,20356,1250,Tata Indica,4787
5056299,2010,226192,KOLKATTA,WEST BENGAL,22428,1250,Tata Indica,6296
5538943,2007,143703,KOLKATTA,WEST BENGAL,15843,1250,Tata Indica,4141
3543938,2010,237753,KOLKATTA,WEST BENGAL,19830,1250,Tata Indica,6954
4462151,2011,268230,KOLKATTA,WEST BENGAL,61525,1250,Tata Indica,7922
3362997,2010,245103,KOLKATTA,WEST BENGAL,9388,1250,Tata Indica,6915
3985118,2008,179639,KOLKATTA,WEST BENGAL,45431,1250,Tata Indica,5304
4912804,2009,209008,KOLKATTA,WEST BENGAL,3502,1250,Tata Indica,5870
5546104,2009,207814,KOLKATTA,WEST BENGAL,18549,1250,Tata Indica,5671
3620740,2011,263372,KOLKATTA,WEST BENGAL,6441,1250,Tata Indica,7041
4906694,2011,257591,KOLKATTA,WEST BENGAL,22799,1250,Tata Indica,6665
5355136,2007,141893,KOLKATTA,WEST BENGAL,35207,1250,Tata Indica,4041
4640536,2010,230333,KOLKATTA,WEST BENGAL,12939,1250,Tata Indica,6081
4987274,2008,178454,KOLKATTA,WEST BENGAL,35198,1250,Tata Indica,5193
5501368,2010,238947,KOLKATTA,WEST BENGAL,40936,1250,Tata Indica,6764
5086039,2010,240878,KOLKATTA,WEST BENGAL,5550,1250,Tata Indica,6846
3766220,2011,265077,KOLKATTA,WEST BENGAL,3841,1250,Tata Indica,6804
4246064,2011,269651,KOLKATTA,WEST BENGAL,16745,1250,Tata Indica,7424
4456819,2010,252828,KOLKATTA,WEST BENGAL,37078,1250,Tata Indica,6648
4627691,2010,251797,KOLKATTA,WEST BENGAL,69910,1250,Tata Indica,6727
4258522,2008,171139,LUDHIANA,PUNJAB,14121,1250,Tata Indica,4505
5413808,2011,263760,LUDHIANA,PUNJAB,4495,1250,Tata Indica,6871
4622819,2011,289557,LUDHIANA,PUNJAB,26357,1250,Tata Indica,8231
4428308,2006,123041,LUDHIANA,PUNJAB,12212,1250,Tata Indica,3517
4128314,2005,117260,LUDHIANA,PUNJAB,15166,1250,Tata Indica,3447
3943318,2009,215778,LUDHIANA,PUNJAB,35479,1250,Tata Indica,5796
4068833,2010,231880,LUDHIANA,PUNJAB,82631,1250,Tata Indica,6861
3277363,2006,135801,LUDHIANA,PUNJAB,11254,1250,Tata Indica,3696
3826114,2008,171641,LUDHIANA,PUNJAB,42869,1250,Tata Indica,5008
5149333,2008,182904,LUDHIANA,PUNJAB,5794,1250,Tata Indica,5252
3532252,2011,295376,LUDHIANA,PUNJAB,96513,1250,Tata Indica,8365
3328099,2010,229453,LUDHIANA,PUNJAB,63190,1250,Tata Indica,6481
4832095,2011,289961,LUDHIANA,PUNJAB,18006,1250,Tata Indica,8303
4141153,2010,239337,LUDHIANA,PUNJAB,11668,1250,Tata Indica,6832
3375326,2010,243519,LUDHIANA,PUNJAB,30611,1250,Tata Indica,7015
5281536,2006,126733,LUDHIANA,PUNJAB,16927,1250,Tata Indica,3677
3690394,2008,192176,LUDHIANA,PUNJAB,38848,1250,Tata Indica,5659
4558462,2009,218992,LUDHIANA,PUNJAB,15319,1250,Tata Indica,6192
5470400,2006,135131,LUDHIANA,PUNJAB,7032,1250,Tata Indica,3704
4422414,2011,300221,LUDHIANA,PUNJAB,12459,1250,Tata Indica,7868
4860081,2011,289214,LUDHIANA,PUNJAB,23147,1250,Tata Indica,8004
4751469,2009,211818,LUDHIANA,PUNJAB,40108,1250,Tata Indica,5717
3888531,2006,119514,LUDHIANA,PUNJAB,22753,1250,Tata Indica,3124
4330984,2008,190060,LUDHIANA,PUNJAB,3205,1250,Tata Indica,5365
4339824,2008,185328,LUDHIANA,PUNJAB,34404,1250,Tata Indica,4919
3566475,2006,122902,LUDHIANA,PUNJAB,27444,1250,Tata Indica,3365
5528962,2011,288299,LUDHIANA,PUNJAB,25409,1250,Tata Indica,8640
4718157,2006,122413,LUDHIANA,PUNJAB,34134,1250,Tata Indica,3622
4975895,2009,232865,LUDHIANA,PUNJAB,62113,1250,Tata Indica,6905
3890202,2007,160992,LUDHIANA,PUNJAB,26286,1250,Tata Indica,4285
4102308,2009,198912,LUDHIANA,PUNJAB,11651,1250,Tata Indica,5813
3790210,2010,251455,LUDHIANA,PUNJAB,67668,1250,Tata Indica,7076
5459763,2010,249785,LUDHIANA,PUNJAB,40348,1250,Tata Indica,6928
4024811,2009,201057,LUDHIANA,PUNJAB,23114,1250,Tata Indica,5818
5539908,2011,268996,LUDHIANA,PUNJAB,34751,1250,Tata Indica,7179
4131744,2008,197339,LUDHIANA,PUNJAB,20032,1250,Tata Indica,5619
3248755,2010,251939,LUDHIANA,PUNJAB,6337,1250,Tata Indica,6455
3425430,2009,231064,LUDHIANA,PUNJAB,55536,1250,Tata Indica,6389
3611677,2011,298920,LUDHIANA,PUNJAB,75966,1250,Tata Indica,8682
4805553,2010,232016,LUDHIANA,PUNJAB,22368,1250,Tata Indica,6531
4723228,2009,205604,LUDHIANA,PUNJAB,21280,1250,Tata Indica,5680
3971454,2011,264538,LUDHIANA,PUNJAB,61866,1250,Tata Indica,7155
4902336,2011,266194,LUDHIANA,PUNJAB,51193,1250,Tata Indica,7574
3520970,2005,132341,LUDHIANA,PUNJAB,21999,1250,Tata Indica,3685
4966828,2005,132384,LUDHIANA,PUNJAB,3319,1250,Tata Indica,3750
5367061,2009,226342,LUDHIANA,PUNJAB,37460,1250,Tata Indica,6676
4826205,2011,273333,LUDHIANA,PUNJAB,41280,1250,Tata Indica,7765
5366271,2010,254376,LUDHIANA,PUNJAB,29619,1250,Tata Indica,7100
4425140,2006,116061,LUDHIANA,PUNJAB,27316,1250,Tata Indica,3423
3415887,2008,177950,LUDHIANA,PUNJAB,18402,1250,Tata Indica,4924
5206651,2007,152557,LUDHIANA,PUNJAB,33998,1250,Tata Indica,4309
5406414,2005,123607,LUDHIANA,PUNJAB,20402,1250,Tata Indica,3376
3957387,2010,262222,LUDHIANA,PUNJAB,19903,1250,Tata Indica,7577
5181049,2007,155332,LUDHIANA,PUNJAB,19597,1250,Tata Indica,4547
4117422,2010,259687,LUDHIANA,PUNJAB,4581,1250,Tata Indica,7216
4088996,2011,257675,LUDHIANA,PUNJAB,28671,1250,Tata Indica,7180
4835057,2007,163416,LUDHIANA,PUNJAB,14558,1250,Tata Indica,4484
4993548,2007,155066,LUDHIANA,PUNJAB,10560,1250,Tata Indica,4483
3599043,2006,126646,LUDHIANA,PUNJAB,11479,1250,Tata Indica,3371
3784461,2010,237147,LUDHIANA,PUNJAB,35452,1250,Tata Indica,6536
5511744,2008,169778,LUDHIANA,PUNJAB,9115,1250,Tata Indica,4407
4514098,2006,124381,LUDHIANA,PUNJAB,13512,1250,Tata Indica,3605
4753224,2011,300495,LUDHIANA,PUNJAB,29123,1250,Tata Indica,7878
4069170,2011,268061,LUDHIANA,PUNJAB,11397,1250,Tata Indica,7000
4555880,2009,200185,LUDHIANA,PUNJAB,35220,1250,Tata Indica,5544
3456848,2009,199576,LUDHIANA,PUNJAB,21936,1250,Tata Indica,5370
4331157,2009,213198,LUDHIANA,PUNJAB,59447,1250,Tata Indica,5566
3800992,2011,267536,LUDHIANA,PUNJAB,47863,1250,Tata Indica,6983
3941530,2009,223733,LUDHIANA,PUNJAB,26973,1250,Tata Indica,5925
3448900,2005,123839,MATHURA,UTTAR PRADESH,3011,1250,Tata Indica,3406
5421516,2009,210579,MATHURA,UTTAR PRADESH,3403,1250,Tata Indica,6295
3608711,2009,203471,MATHURA,UTTAR PRADESH,1487,1250,Tata Indica,5601
3689200,2010,227823,MATHURA,UTTAR PRADESH,12513,1250,Tata Indica,6790
3220964,2010,224583,MATHURA,UTTAR PRADESH,35828,1250,Tata Indica,6220
4099919,2009,219562,MATHURA,UTTAR PRADESH,1738,1250,Tata Indica,6460
3394926,2006,133121,MATHURA,UTTAR PRADESH,16706,1250,Tata Indica,3723
4784699,2010,245046,MATHURA,UTTAR PRADESH,7846,1250,Tata Indica,6581
5462640,2009,201241,MATHURA,UTTAR PRADESH,43821,1250,Tata Indica,5804
3389141,2008,193958,MATHURA,UTTAR PRADESH,26898,1250,Tata Indica,5363
4015710,2011,275352,MATHURA,UTTAR PRADESH,4441,1250,Tata Indica,7597
4472985,2009,204605,MATHURA,UTTAR PRADESH,47260,1250,Tata Indica,6130
4266824,2010,240355,MATHURA,UTTAR PRADESH,17544,1250,Tata Indica,6192
4631694,2007,149938,MATHURA,UTTAR PRADESH,15708,1250,Tata Indica,3889
5218824,2010,234535,MATHURA,UTTAR PRADESH,17504,1250,Tata Indica,6301
5226215,2010,249763,MATHURA,UTTAR PRADESH,23520,1250,Tata Indica,6877
3951005,2006,134158,MATHURA,UTTAR PRADESH,8056,1250,Tata Indica,3748
4425873,2011,285132,MATHURA,UTTAR PRADESH,34617,1250,Tata Indica,7808
4176158,2010,232415,MATHURA,UTTAR PRADESH,23354,1250,Tata Indica,6437
4594715,2007,146833,MATHURA,UTTAR PRADESH,16836,1250,Tata Indica,3827
5229504,2010,226223,MATHURA,UTTAR PRADESH,32547,1250,Tata Indica,5927
4801926,2011,260583,MATHURA,UTTAR PRADESH,9240,1250,Tata Indica,6838
3314930,2009,204587,MATHURA,UTTAR PRADESH,15641,1250,Tata Indica,5927
4400508,2010,252707,MATHURA,UTTAR PRADESH,32419,1250,Tata Indica,6536
4369052,2008,174416,MATHURA,UTTAR PRADESH,18321,1250,Tata Indica,4900
5536264,2008,172754,MATHURA,UTTAR PRADESH,26459,1250,Tata Indica,4589
3736365,2008,195225,MATHURA,UTTAR PRADESH,23805,1250,Tata Indica,5233
